1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
173,"唱一首青青河边草。	2017/11/2 20:12","库管的主要工作。	2017/11/2 20:16","小螺号。	2017/11/3 21:22",{"song": "小螺号"}
174,"我想听白天不懂夜的。	2017/12/23 12:20","只要有你。	2017/12/23 12:25","三只小熊。	2017/12/23 12:27",{"song": "三只小熊"}
175,"老房子，楼过道。	2017/11/29 7:58","老房子没有活干。	2017/11/29 7:59","嘀答。	2017/11/29 12:36",{"code":"No-music"}
176,"刘德华的忘情水。	2017/12/19 14:14","老麦。	2017/12/19 14:18","小妹唱一首刘德华的中国人。	2017/12/19 14:21",{"artist": "刘德华", "song": "中国人"}
177,"帮我搜一首歌。	2017/12/28 15:41","搜一首那个。	2017/12/28 15:42","帮我找一首音乐。	2017/12/28 15:47",{"code":"RANDOM"}
178,"你可以帮我唱一首歌吗？	2017/12/23 20:59","你的声音太小了。	2017/12/23 21:00","我要听歌。	2017/12/23 21:01",{"code":"RANDOM"}
179,"请给我讲个故事吧。	2017/12/31 20:07","给我唱一首。	2017/12/31 20:09","健康歌。	2017/12/31 21:41",{"song": "健康歌"}
180,"青藏高原。	2017/10/26 18:24","暂停音乐。	2017/10/26 18:26","拉手手亲口口。	2017/10/26 20:42",{"song": "拉手手亲口口"}
181,"你快走吧。	2017/10/26 13:49","查找物流。	2017/11/29 8:26","有些事不能说参加决策，只不过是人人有爱手绘那个。	2017/11/29 9:04",{"code":"No-music"}
182,"我想听杨坤的空城。	2017/11/29 15:31","我想听郭德纲的相声。	2017/11/29 15:41","我要听周杰伦的牛仔很忙。	2017/11/29 17:30",{"artist": "周杰伦", "song": "牛仔很忙"}
183,"南充市高坪区天来豪庭前方红绿灯。	2017/10/26 21:23","许茹芸的歌。	2017/10/26 21:23","黄美云的歌。	2017/10/26 21:24",{"artist": "黄美云"}
184,"吃饭。	2017/12/22 12:29","说。	2017/12/22 12:30","记住我的名字。	2017/12/22 12:46",{"code":"No-music"}
185,"放下一首歌曲。	2017/10/26 10:01","听首草原歌曲。	2017/10/26 10:01","放个好听的歌。	2017/10/26 10:08",{"code":"RANDOM"}
186,"帮我放一首曹操三国伯的。	2017/12/24 12:10","长城。	2017/12/24 12:10","小潇大作战歌。	2017/12/24 12:14",{"code":"No-music"}
187,"开始导航，退出导航，退出导航，老子叫你退出导航你没听到吗，退出导航。	2017/10/26 18:32","给电子狗升级。	2017/10/26 18:33","检查一下电子狗有没有升级。	2017/10/26 18:33",{"code":"No-music"}
188,"一首欢快的儿童歌曲。	2017/11/1 18:20","蓝精灵。	2017/11/1 18:33","播放。	2017/11/1 22:18",{"code":"RANDOM"}
189,"最美的时光铃声。	2017/11/29 8:46","一定挺安分。	2017/11/29 16:38","很安静铃声。	2017/11/29 19:07",{"song": "很安静","genre": "铃声"}
190,"唱首玲玲的歌。	2017/12/17 20:49","讲。	2017/12/17 20:50","你可以唱一首凉凉嘛。	2017/12/17 20:50",{"song": "凉凉"}
191,"的	2017/10/26 8:59","现在没有啦	2017/10/26 8:59","给我找个女朋友吧	2017/10/26 9:00",{"code":"No-music"}
192,"打开电子狗。	2017/10/26 17:48","关闭电子狗。	2017/10/26 17:53","我要听歌。	2017/10/26 19:13",{"code":"RANDOM"}
193,"西宁。	2017/11/29 11:17","导航到青海省西宁市西部矿业333号。	2017/11/29 11:18","唱一首韩红的歌。	2017/11/29 13:16",{"artist": "韩红"}
194,"说你好啊。	2017/12/31 13:44","不错啊。	2017/12/31 13:44","放首歌来听。	2017/12/31 13:48",{"code":"RANDOM"}
195,"放几首林俊杰的歌。	2017/12/18 21:45","播放一首林俊杰的歌。	2017/12/18 21:46","我不放没什么大不了。	2017/12/18 21:48",{"code":"No-music"}
196,"小林你好。	2017/11/29 18:03","放一首蒋大为的在那桃花盛开的地方。	2017/11/29 18:04","放一首迟志强的。	2017/11/29 19:47",{"artist": "迟志强"}
197,"跳一支舞。	2017/11/26 19:12","明天天气怎么样？	2017/11/26 19:21","什么时候下雪呀。	2017/11/26 19:21",{"code":"No-music"}
198,"赵宇宁。	2017/11/29 10:51","要把握幸福。	2017/11/29 10:51","我上去会死呀，准备找我大人叫啥子。	2017/11/29 10:51",{"code":"No-music"}
199,"唱一首。	2017/11/29 13:58","放一首大哲的不一样。	2017/11/29 14:04","凤凰传奇。	2017/11/29 14:15",{"artist": "凤凰传奇"}
200,"七弦。	2017/10/26 19:40","家芮。	2017/10/26 21:11","音乐。	2017/10/26 21:18",{"code":"RANDOM"}
201,"他一直这样啊。	2017/12/2 1:09","他唐诗。	2017/12/6 16:42","播放小明的。	2017/12/6 16:42",{"artist": "小明"}
202,"神雕侠侣。	2017/10/26 22:17","问世间情为何物。	2017/10/26 22:26","神雕侠侣片尾曲。	2017/10/26 22:30",{"song": "神雕侠侣片尾曲"}
203,"爷爷给我打月饼。	2017/10/26 19:52","外婆的湖山。	2017/10/26 19:54","泥娃娃。	2017/10/26 19:56",{"code":"No-music"}
204,"放首音乐，好想你喜欢你。	2017/11/29 14:51","唱一首喜欢你。	2017/11/29 14:52","唱一首每天爱你多一点。	2017/11/29 17:04",{"song": "每天爱你多一点"}
205,"鹿哥忍住。	2017/11/29 14:07","勒个。	2017/11/29 14:08","肉歌。	2017/11/29 14:09",{"code":"No-music"}
206,"是不是在上学。	2017/12/25 17:04","上学。	2017/12/25 17:04","太阳当空照。	2017/12/25 17:05",{"song": "太阳当空照","lyrics": "太阳当空照"}
207,"播放，我不甘心。	2017/11/10 19:44","播放，我不甘心。	2017/11/10 19:45","播放。	2017/11/10 19:45",{"code":"RANDOM"}
208,"我要听美女陈世。	2017/12/25 11:47","播放一首。	2017/12/25 11:47","我要听自由的灵魂。	2017/12/25 11:48",{"song": "自由的灵魂"}
209,"你昨晚睡得好不好。	2017/12/24 8:56","非常棒。	2017/12/24 8:56","我还喜欢你。	2017/12/24 8:56",{"code":"No-music"}
210,"听歌。	2017/11/27 20:26","唱小苹果。	2017/11/27 20:27","我想听古巴。	2017/11/27 20:31",{"song": "古巴"}
211,"bobby我想哭。	2017/10/26 15:54","沙鱼。	2017/10/26 15:58","我要听劲爆的士高。	2017/10/26 15:59",{"tag": "劲爆","genre": "的士高"}
212,"唱首歌。	2017/11/8 20:18","关机。	2017/11/8 20:47","这是什么时候好呢？	2017/11/8 20:48",{"code":"No-music"}
213,"马笑死我了。	2017/11/19 21:18","成都的天气是多少明天。	2017/11/19 21:19","加州旅馆。	2017/11/19 21:19",{"code":"No-music"}
214,"听听。	2017/12/6 20:40","小兔子的故事。	2017/12/6 20:40","喜羊羊美羊羊的歌。	2017/12/6 20:44",{"song": "喜羊羊美羊羊"}
215,"张杰。	2017/11/29 17:35","哪个。	2017/11/29 17:35","杨蔓的歌。	2017/11/29 17:35",{"artist": "杨蔓"}
216,"别唱歌了怎么办？	2017/12/21 11:30","我要听小苹果。	2017/12/21 11:31","我想听一首。	2017/12/21 11:31",{"code":"RANDOM"}
217,"我要睡觉。	2017/11/29 20:59","播放。	2017/11/29 20:59","我要播放音乐播放老婆老婆我爱你。	2017/11/29 21:09",{"song": "老婆老婆我爱你"}
218,"给萱萱唱一首数鸭子歌。	2017/12/29 9:58","数鸭子。	2017/12/29 9:58","给萱萱唱一首数鸭子之歌。	2017/12/29 9:59",{"song": "数鸭子"}
219,"开始放首歌。	2017/10/26 11:59","嗨首歌。	2017/10/26 11:59","搜。	2017/10/26 12:01",{"code":"No-music"}
220,"把握大。	2017/11/30 13:36","向后退。	2017/11/30 13:36","唱歌。	2017/11/30 13:37",{"code":"RANDOM"}
221,"我要听。	2017/11/29 7:39","我要听金箍棒。	2017/11/29 7:39","我要听木。	2017/11/29 7:42",{"song": "木"}
222,"你好。	2017/10/26 19:01","打开收音机。	2017/10/26 19:01","我现在听不到声音啊，hello，这次没开始吧。	2017/10/26 19:09",{"code":"No-music"}
223,"你叫什么名字。	2017/10/26 18:32","我能帮你起个名字吗？	2017/10/26 18:32","你的名字她都不好听我想给你换个名字可以吗？	2017/10/26 18:33",{"code":"No-music"}
224,"陈奕迅。	2017/12/19 12:43","科比布莱恩特。	2017/12/19 12:43","陈奕迅的歌。	2017/12/19 13:07",{"artist": "陈奕迅"}
225,"长头发女人唱的歌曲。	2017/11/29 1:21","刘佳成的专辑歌。	2017/11/29 23:27","被爱冲昏了头。	2017/11/29 23:32",{"song": "凭什么", "lyrics": "被爱冲昏了头"}
226,"讲两个笑话。	2017/10/26 19:24","哎。	2017/10/26 19:24","对，必须打军长，别给他那个民族是对的，对着的。	2017/10/26 19:24",{"code":"No-music"}
227,"绑定设备。	2017/12/3 11:00","向前走。	2017/12/3 12:31","if you are here with me through，说。	2017/12/3 12:37",{"code":"No-music"}
228,"音乐。	2017/10/26 10:05","你真笨。	2017/10/26 10:06","宝宝要睡觉。	2017/10/26 10:07",{"code":"No-music"}
229,"你妈操你妈操你妈。	2017/12/22 19:41","你可能妈呀。	2017/12/22 19:41","跟她说话能气死。	2017/12/22 19:41",{"code":"No-music"}
230,"你会唱出来，爱吗？	2017/11/11 19:45","宠爱。	2017/11/11 19:46","张柏芝的星语心愿。	2017/11/11 19:48",{"artist": "张柏芝", "song": "星语心愿"}
231,"拍的么。	2017/11/29 11:33","小苹果。	2017/12/2 20:21","唱一首儿歌猴哥。	2017/12/21 14:45",{"song": "猴哥","genre": "儿歌"}
232,"幼儿园做操咯。	2017/11/16 19:30","大公鸡喔喔叫。	2017/11/16 19:30","幼儿园儿歌。	2017/11/16 19:31",{"scene":"幼儿园","genre":"儿歌"}
233,"我还听说。	2017/11/2 7:44","童话故事。	2017/11/2 7:44","我爱听我奶奶说，你在一次银行大劫案抓住了小偷。	2017/11/2 7:45",{"code":"No-music"}
234,"阿露。	2017/10/26 13:08","播放音乐。	2017/10/26 14:07","放音乐。	2017/10/26 15:24",{"code":"RANDOM"}
235,"唱一闪一闪亮晶晶。	2017/12/24 9:41","讲故事。	2017/12/24 11:29","唱一闪一闪亮晶晶。	2017/12/24 11:30",{"song": "小星星","lyrics": "一闪一闪亮晶晶"}
236,"老婆最大。	2017/11/29 9:00","老乡见老乡。	2017/11/29 9:01","水手。	2017/11/29 9:06",{"song": "水手"}
237,"播放大海。	2017/10/26 9:16","查找大海。	2017/10/26 9:16","年轻人在一块儿。	2017/10/26 14:00",{"code":"No-music"}
238,"到大同。	2017/10/26 13:42","到大通的大同地税局。	2017/10/26 13:42","放一首歌。	2017/11/29 7:33",{"code":"RANDOM"}
239,"导航到大坪医院。	2017/10/26 9:06","导航到茂源雅居。	2017/10/26 11:14","刀刀妹你好。	2017/10/26 11:15",{"code":"No-music"}
240,"退出高德地图。	2017/11/29 17:34","云菲菲的歌的歌。	2017/11/29 17:36","红尘情歌。	2017/11/29 20:35",{"song": "红尘情歌"}
241,"饭店。	2017/11/29 16:40","音乐。	2017/11/29 16:40","音乐。	2017/11/29 16:41",{"code":"RANDOM"}
242,"哎。	2017/12/4 14:11","放一首亲亲我的宝贝。	2017/12/5 14:23","唱一首外婆的澎湖湾。	2017/12/5 14:27",{"song": "外婆的澎湖湾"}
243,"向前进。	2017/11/18 20:41","你妹的。	2017/11/18 20:41","好想马上天上。	2017/11/18 20:42",{"code":"No-music"}
244,"放一首红尘来去一场梦。	2017/11/29 1:55","蔡国权的。	2017/11/29 8:04","给我放一首蔡国权的不装饰你的梦。	2017/11/29 8:04",{"artist": "蔡国权", "song": "不装饰你的梦"}
245,"唱一首应用经进行曲。	2017/12/30 19:40","点一首义勇军进行曲。	2017/12/30 19:41","唱一首与微笑。	2017/12/30 19:45",{"song": "与微笑"}
246,"绑定设备。	2017/12/23 17:59","安慰自己，这个。	2017/12/23 18:02","唱一首生日歌给我听。	2017/12/23 18:03",{"song": "生日歌"}
247,"放爷爷。	2017/11/28 11:12","这样。	2017/11/28 11:15","唱喷火的葫芦娃。	2017/11/28 11:19",{"song": "喷火的葫芦娃"}
248,"还有骆驼。	2017/12/10 17:53","读如烟。	2017/12/10 17:55","good morning。	2017/12/10 17:55",{"code":"No-music"}
249,"看意思，唱一首薛之谦的歌给我听好不好。	2017/12/19 23:10","唱一首薛之谦的歌给我听好不好。	2017/12/19 23:10","唱一首薛之谦的歌给我听好不好。	2017/12/19 23:12",{"artist": "薛之谦"}
250,"讲一个童话故事小蝌蚪找妈妈。	2017/12/24 20:59","推荐。	2017/12/25 7:47","玉米。	2017/12/25 7:47",{"code":"No-music"}
251,"帮我点一首罕见隐曲。	2017/10/26 22:41","帮我点首，阿花大人。	2017/10/26 22:41","帮我点一首当红少年。	2017/10/26 22:42",{"song": "当红少年"}
252,"你想吃一块饼干吗？	2017/12/24 8:58","我觉得我是一大碗的饺子。	2017/12/24 8:59","我有一个家。	2017/12/24 8:59",{"code":"No-music"}
253,"请给我播放来生再做你的人。	2017/11/29 14:32","请播放秦野的那一年。	2017/11/29 14:34","请播放情也断泪也流。	2017/11/29 14:34",{"song": "情也断泪也流"}
254,"拉尿了我整个笼子又臭还不行我们觉得这样不行啊，和室友在一起又生病啊，可是我妈想着冲马冲之的。	2017/11/29 15:10","这还没洗完就停水了，他家的石油储存水，但是是那个太阳能晒的很热的都是那种大概是80度左右，然后那个。	2017/11/29 15:10","我们那时候开了上面的6楼5楼，就是要管，可是你爸妈知道后来他妈妈17号才回来才发现。	2017/11/29 15:10",{"code":"No-music"}
255,"亮度调到最小	2017/10/26 4:03","我要听卡朋特的歌。	2017/10/26 4:03","放一首beyond歌	2017/10/26 4:03",{"artist": "beyond"}
256,"播放她的歌。	2017/11/29 11:33","搜索孙燕姿的歌。	2017/11/29 11:35","点播新出的歌。	2017/11/29 11:35",{"code":"RANDOM"}
257,"250	2017/11/29 13:21","你男的女的	2017/11/29 13:21","嗨歌	2017/11/29 13:21",{"song": "嗨歌"}
258,"我要点黑鸭子的歌。	2017/11/29 2:05","我要点八只眼的歌。	2017/11/29 2:09","我要点关正杰的歌。	2017/11/29 11:05",{"artist": "关正杰"}
259,"阿凡提其名。	2017/10/26 19:16","阿凡提骑驴。	2017/10/26 19:17","啊哩哩。	2017/10/26 19:21",{"code":"No-music"}
260,"播放，朴油茶。	2017/11/29 15:43","播放朴油茶。	2017/11/29 15:44","播放破。	2017/11/29 15:44",{"song": "破"}
261,"到市政府，在这个。	2017/11/29 7:56","看看。	2017/11/29 7:57","这是我们过去解放前宋城哪个老命都没明白，嗯，一难受，排卵人群都是我们的这个结论的高发人群。	2017/11/29 7:57",{"code":"No-music"}
262,"跳舞。	2017/11/29 20:23","三字经。	2017/11/29 20:25","数鸭子。	2017/11/29 20:26",{"song": "数鸭子"}
263,"令红一。	2017/11/29 20:20","重要。	2017/11/29 20:20","现如今，就抄满坡救阿斗的故事由谁人不知。	2017/11/29 21:49",{"code":"No-music"}
264,"哎一声笑。	2017/10/26 11:17","歌曲沧海一声笑。	2017/10/26 11:17","余沧海一声笑。	2017/10/26 11:51",{"song":"沧海一声笑"}
265,"唱一首蓝精灵给我听。	2017/12/30 11:57","啊。	2017/12/30 11:57","唱一首爱罗给我听。	2017/12/30 11:58",{"song": "爱罗"}
266,"我要吃皮。	2017/12/22 20:18","小猪佩奇。	2017/12/22 20:18","听听。	2017/12/23 9:34",{"code":"No-music"}
267,"来一首音乐。	2017/11/29 13:58","情人。	2017/11/29 15:05","放首不变的情缘。	2017/11/29 15:05",{"song": "不变的情缘"}
268,"太形象了。	2017/11/12 19:38","空余不等于放弃。	2017/11/12 19:38","我的电话号码是多少。	2017/11/12 19:39",{"code":"No-music"}
269,"帮我放花。	2017/12/4 14:52","你好你好。	2017/12/4 14:52","小苹果。	2017/12/21 1:25",{"song": "小苹果"}
270,"播放爱你一万年。	2017/10/26 17:56","你好。	2017/10/26 17:56","播放分手吧，前方200米调头。	2017/10/26 17:56",{"song": "分手吧"}
271,"请你帮我搜索一下白羊座的女生是什么性格的她们都喜欢什么，最重要的是他们的幸运日是哪一天	2017/11/29 5:50","不难呀	2017/11/29 5:50","那是因为你太笨了	2017/11/29 5:50",{"code":"No-music"}
272,"哎。	2017/10/26 20:58","艾斯t。	2017/10/26 20:58","小梦想。	2017/11/29 6:42",{"code":"No-music"}
273,"我喜欢宝宝怎么念？	2017/12/21 13:01","你几岁啦。	2017/12/21 13:01","给宝宝唱一首小苹果。	2017/12/21 13:02",{"song": "小苹果"}
274,"唱一首歌爱是你。	2017/12/9 19:11","学狗叫。	2017/12/9 19:12","唱歌。	2017/12/21 17:38",{"code":"RANDOM"}
275,"大王叫我来巡山。	2017/11/29 19:10","唱大王叫我来巡山。	2017/11/29 19:10","唱蜗牛与黄鹂鸟。	2017/11/29 19:30",{"song": "蜗牛与黄鹂鸟"}
276,"给我背一个悯农。	2017/12/28 18:00","悯农第二。	2017/12/28 18:00","给我唱一个。	2017/12/28 18:01",{"code":"RANDOM"}
277,"中交。	2017/10/26 17:35","中江。	2017/10/26 17:35","钟盛忠的妹妹。	2017/10/26 17:37",{"artist":"钟盛忠","song":"妹妹"}
278,"绑定设备。	2017/12/23 16:13","你可以和我玩吗？	2017/12/23 16:14","新年快乐。	2017/12/23 16:14",{"code":"No-music"}
279,"我都不相信。	2017/11/29 17:14","王石。	2017/11/29 17:14","杨坤的作品。	2017/11/29 17:14",{"artist": "杨坤"}
280,"喂。	2017/11/29 13:36","追爱。	2017/11/29 13:36","与维的维维安。	2017/11/29 13:37",{"code":"No-music"}
281,"没有书籍，乖不乖，喂。	2017/10/26 13:47","那种该不该回来，出来啦一会儿回来了。	2017/10/26 13:47","给我点梁业就的way。	2017/10/26 13:48",{"artist":"梁业就","song":"way"}
282,"背诵诗。	2017/12/2 18:24","打错了。	2017/12/3 18:45","最后一次机会啦。	2017/12/3 18:45",{"code":"No-music"}
283,"打电话。	2017/11/29 17:27","连接蓝牙。	2017/11/29 17:27","音乐。	2017/11/29 17:27",{"code":"RANDOM"}
284,"我想听小水果。	2017/11/27 19:38","我想听小水果。	2017/11/27 19:44","我要听小水果。	2017/11/27 19:50",{"song": "小水果"}
285,"我想听音乐。	2017/11/29 13:09","打开导航。	2017/11/29 13:12","切换歌曲。	2017/11/29 13:23",{"code":"RANDOM"}
286,"来一个大。	2017/12/17 20:34","不过。	2017/12/17 20:34","放首杜鹏程。	2017/12/17 20:40",{"song": "杜鹏程"}
287,"读首儿歌。	2017/12/25 10:59","向右走。	2017/12/25 10:59","我要听。	2017/12/25 10:59",{"code":"RANDOM"}
288,"从的。	2017/12/23 21:47","唱一首大中国。	2017/12/23 21:48","请给我放一首是你。	2017/12/23 21:51",{"song": "是你"}
289,"亲子儿歌	2017/11/29 11:07","七里香是谁写的词	2017/11/29 11:08","可惜没如果是谁写的	2017/11/29 11:08",{"code":"No-music"}
290,"嘻游记的歌。	2017/11/29 19:39","系统消息一直拍模式将持续为您匹配订单。	2017/11/29 19:39","我在景德镇等你。	2017/11/29 19:59",{"code":"No-music"}
291,"妈妈不怪。	2017/12/31 22:31","难怪你听不懂吗？	2017/12/31 22:32","天黑黑。	2017/12/31 22:32",{"song": "天黑黑"}
292,"我没有什么喜欢听的。	2017/12/23 21:31","那就背首诗给你听吧。	2017/12/23 21:31","你为什么？	2017/12/23 21:32",{"code":"No-music"}
293,"小邓给我。	2017/12/13 18:52","走。	2017/12/13 18:52","小子。	2017/12/13 18:54",{"code":"No-music"}
